lecture_weeks - Split 1,lecture_weeks - Split 2,lecture_weeks - Split 3,lecture_weeks - Split 4,lecture_weeks - Split 5,lecture_weeks - Split 6,lecture_weeks - Split 7,lecture_weeks - Split 8,lecture_weeks - Split 9,lecture_weeks - Split 10,lecture_id,unit_code,lecture_start_time,lecture_day,unit_name,lecture_end_time,module_type,lecture_weeks
2,3,4,5,6,8,9,10,11,12,12932,U22338,30/12/1899 09:00:00,Tue,3D COMPUTER GRAPHICS AND ANIMATION,30/12/1899 10:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,12933,U22338,30/12/1899 09:00:00,Tue,3D COMPUTER GRAPHICS AND ANIMATION,30/12/1899 10:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12934,U21278,30/12/1899 12:00:00,Mon,ADVANCED DATABASE CONCEPTS,30/12/1899 13:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
2,3,4,5,6,8,9,10,11,12,12935,U21278,30/12/1899 11:00:00,Thu,ADVANCED DATABASE CONCEPTS,30/12/1899 12:00:00,Pract,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,12936,U21278,30/12/1899 12:00:00,Mon,ADVANCED DATABASE CONCEPTS,30/12/1899 13:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
14,15,16,17,18,19,21,22,23,24,12937,U21278,30/12/1899 11:00:00,Thu,ADVANCED DATABASE CONCEPTS,30/12/1899 12:00:00,Pract,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12938,U22389,30/12/1899 16:00:00,Wed,ADVANCED DATABASE CONCEPTS (DL),30/12/1899 19:00:00,DL,"2,3,4,5,6,8,9,10,11,12,13"
2,3,4,5,6,8,9,10,11,12,12939,U21279,30/12/1899 10:00:00,Mon,ADVANCED NETWORKS,30/12/1899 12:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,12940,U21279,30/12/1899 10:00:00,Mon,ADVANCED NETWORKS,30/12/1899 12:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
14,15,16,17,18,19,21,22,23,24,12941,U22445,30/12/1899 16:00:00,Wed,ADVANCED NETWORKS (DL),30/12/1899 19:00:00,DL,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12942,U21266,30/12/1899 10:00:00,Wed,ADVANCED PROGRAMMING CONCEPTS,30/12/1899 11:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
14,16,18,21,23,25,,,,,12943,U21266,30/12/1899 11:00:00,Fri,ADVANCED PROGRAMMING CONCEPTS,30/12/1899 12:00:00,Lect,"14,16,18,21,23,25"
14,15,16,17,18,19,21,22,23,24,12944,U21266,30/12/1899 10:00:00,Wed,ADVANCED PROGRAMMING CONCEPTS,30/12/1899 11:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
2,4,6,8,10,12,,,,,12945,U21280,30/12/1899 13:00:00,Mon,ADVANCED SOFTWARE ENGINEERING,30/12/1899 15:00:00,Lect,"2,4,6,8,10,12"
2,4,6,8,10,12,,,,,12946,U21280,30/12/1899 09:00:00,Thu,ADVANCED SOFTWARE ENGINEERING,30/12/1899 10:00:00,Sem,"2,4,6,8,10,12"
15,17,19,21,23,25,,,,,12947,U21280,30/12/1899 13:00:00,Mon,ADVANCED SOFTWARE ENGINEERING,30/12/1899 15:00:00,Lect,"15,17,19,21,23,25"
15,17,19,21,23,25,,,,,12948,U21280,30/12/1899 09:00:00,Thu,ADVANCED SOFTWARE ENGINEERING,30/12/1899 10:00:00,Sem,"15,17,19,21,23,25"
2,6,9,11,13,,,,,,12949,U21804,30/12/1899 10:00:00,Fri,ADVANCED SYSTEMS ANALYSIS,30/12/1899 12:00:00,Lect,"2,6,9,11,13"
6,,,,,,,,,,12950,U21804,30/12/1899 12:00:00,Fri,ADVANCED SYSTEMS ANALYSIS,30/12/1899 14:00:00,Drop-In,6
15,17,19,22,24,,,,,,12951,U21804,30/12/1899 10:00:00,Fri,ADVANCED SYSTEMS ANALYSIS,30/12/1899 12:00:00,Lect,"15,17,19,22,24"
26,,,,,,,,,,12952,U21804,30/12/1899 09:00:00,Thu,ADVANCED SYSTEMS ANALYSIS,30/12/1899 11:00:00,Lect,26
14,15,16,17,18,19,21,22,23,24,12953,U22374,30/12/1899 13:00:00,Wed,ADVANCED SYSTEMS DEVELOPMENT (DL),30/12/1899 16:00:00,DL,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12954,U23526,30/12/1899 10:00:00,Wed,APPLIED COMPUTER GRAPHICS AND VISION,30/12/1899 11:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,12955,U23526,30/12/1899 09:00:00,Fri,APPLIED COMPUTER GRAPHICS AND VISION,30/12/1899 10:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12956,U26488,30/12/1899 09:00:00,Mon,APPLIED DATA AND TEXT ANALYTICS,30/12/1899 13:00:00,Work,"2,3,4,5,6,8,9,10,11,12,13"
2,3,4,5,6,8,9,10,11,12,12957,U25157,30/12/1899 14:00:00,Mon,BASICS OF THE BUSINESS ENVIRONMENT,30/12/1899 15:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
2,3,4,5,6,8,9,10,11,12,12958,U25157,30/12/1899 15:00:00,Mon,BASICS OF THE BUSINESS ENVIRONMENT,30/12/1899 17:00:00,Pract,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,12959,U25157,30/12/1899 14:00:00,Mon,BASICS OF THE BUSINESS ENVIRONMENT,30/12/1899 15:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
14,15,16,17,18,19,21,22,23,24,12960,U25157,30/12/1899 15:00:00,Mon,BASICS OF THE BUSINESS ENVIRONMENT,30/12/1899 17:00:00,Pract,"14,15,16,17,18,19,21,22,23,24,25,26"
14,15,16,17,18,19,21,22,23,24,12961,U26491,30/12/1899 13:00:00,Fri,BIG DATA APPLICATIONS,30/12/1899 17:00:00,Work,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12962,U21267,30/12/1899 15:00:00,Tue,BUSINESS INFORMATION SYSTEMS SECURITY,30/12/1899 16:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,12963,U21267,30/12/1899 15:00:00,Tue,BUSINESS INFORMATION SYSTEMS SECURITY,30/12/1899 16:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
14,15,16,17,18,19,21,22,23,24,12964,U26490,30/12/1899 09:00:00,Mon,BUSINESS INTELLIGENCE,30/12/1899 13:00:00,Work,"14,15,16,17,18,19,21,22,23,24,25,26"
3,5,8,10,12,,,,,,12965,U25158,30/12/1899 11:00:00,Fri,BUSINESS RESEARCH,30/12/1899 12:00:00,Lect,"3,5,8,10,12"
15,,,,,,,,,,12966,U25158,30/12/1899 11:00:00,Fri,BUSINESS RESEARCH,30/12/1899 12:00:00,Lect,15
16,18,23,25,,,,,,,12967,U25158,30/12/1899 11:00:00,Fri,BUSINESS RESEARCH,30/12/1899 12:00:00,Lect,"16,18,23,25"
2,,,,,,,,,,12968,U21769,30/12/1899 11:00:00,Tue,BUSINESS SYSTEMS ANALYSIS,30/12/1899 13:00:00,Lect,2
4,6,9,11,13,,,,,,12969,U21769,30/12/1899 11:00:00,Tue,BUSINESS SYSTEMS ANALYSIS,30/12/1899 13:00:00,Lect,"4,6,9,11,13"
15,17,19,22,24,26,,,,,12970,U21769,30/12/1899 12:00:00,Tue,BUSINESS SYSTEMS ANALYSIS,30/12/1899 14:00:00,Lect,"15,17,19,22,24,26"
2,3,4,5,6,8,9,10,11,12,12971,U22344,30/12/1899 11:00:00,Mon,BUSINESS SYSTEMS ANALYSIS AND DESIGN,30/12/1899 13:00:00,Sem,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,12972,U22344,30/12/1899 11:00:00,Mon,BUSINESS SYSTEMS ANALYSIS AND DESIGN,30/12/1899 13:00:00,Sem,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12973,P21422,30/12/1899 15:00:00,Tue,CLIENT SERVER NETWORK ARCHITECTURE,30/12/1899 16:00:00,CompL,"2,3,4,5,6,8,9,10,11,12,13"
2,3,4,5,6,8,9,10,11,12,12974,P21422,30/12/1899 13:00:00,Thu,CLIENT SERVER NETWORK ARCHITECTURE,30/12/1899 15:00:00,Comp,"2,3,4,5,6,8,9,10,11,12,13"
14,,,,,,,,,,12975,P24371,30/12/1899 16:00:00,Fri,CLOUD COMPUTING,30/12/1899 17:00:00,Lect,14
15,16,17,18,19,21,22,23,,,12976,P24371,30/12/1899 09:00:00,Tue,CLOUD COMPUTING,30/12/1899 12:00:00,PBL,"15,16,17,18,19,21,22,23"
25,,,,,,,,,,12977,P24371,30/12/1899 09:00:00,Tue,CLOUD COMPUTING,30/12/1899 12:00:00,PBL,25
26,,,,,,,,,,12978,P24371,30/12/1899 11:00:00,Fri,CLOUD COMPUTING,30/12/1899 12:00:00,Tut,26
14,15,16,17,18,19,21,22,23,24,12979,P21436,30/12/1899 15:00:00,Thu,COMMUNICATION SECURITY,30/12/1899 16:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
14,15,16,17,18,19,21,22,23,24,12980,P21436,30/12/1899 09:00:00,Fri,COMMUNICATION SECURITY,30/12/1899 10:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
17,19,,,,,,,,,12981,P21436,30/12/1899 17:00:00,Mon,COMMUNICATION SECURITY,30/12/1899 18:00:00,Tut,"17,19"
21,,,,,,,,,,12982,P21436,30/12/1899 09:00:00,Thu,COMMUNICATION SECURITY,30/12/1899 12:00:00,Lab,21
21,23,,,,,,,,,12983,P21436,30/12/1899 17:00:00,Mon,COMMUNICATION SECURITY,30/12/1899 18:00:00,Tut,"21,23"
26,,,,,,,,,,12984,P21436,30/12/1899 11:00:00,Mon,COMMUNICATION SECURITY,30/12/1899 12:00:00,Tut,26
26,,,,,,,,,,12985,P21436,30/12/1899 17:00:00,Mon,COMMUNICATION SECURITY,30/12/1899 18:00:00,Tut,26
5,8,9,10,11,,,,,,12986,U22731,30/12/1899 10:00:00,Thu,COMP TUTORIAL LEVEL 4,30/12/1899 11:00:00,Pers Tut,"5,8,9,10,11"
14,15,17,19,21,22,,,,,12987,U22731,30/12/1899 10:00:00,Thu,COMP TUTORIAL LEVEL 4,30/12/1899 11:00:00,Pers Tut,"14,15,17,19,21,22"
15,17,19,21,23,,,,,,12988,U22731,30/12/1899 16:00:00,Thu,COMP TUTORIAL LEVEL 4,30/12/1899 17:00:00,Lect,"15,17,19,21,23"
6,12,,,,,,,,,12989,U22732,30/12/1899 10:00:00,Thu,COMP TUTORIAL LEVEL 5,30/12/1899 11:00:00,Pers Tut,"6,12"
16,23,,,,,,,,,12990,U22732,30/12/1899 10:00:00,Thu,COMP TUTORIAL LEVEL 5,30/12/1899 11:00:00,Pers Tut,"16,23"
2,4,6,9,11,13,,,,,12991,U26153,30/12/1899 10:00:00,Thu,COMP TUTORIAL LEVEL 7,30/12/1899 11:00:00,Pers Tut,"2,4,6,9,11,13"
,,,,,,,,,,12992,U26153,30/12/1899 10:00:00,Thu,COMP TUTORIAL LEVEL 7,30/12/1899 11:00:00,Pers Tut,
5,,,,,,,,,,12993,U26153,30/12/1899 10:00:00,Tue,COMP TUTORIAL LEVEL 7,30/12/1899 11:00:00,Pers Tut,5
14,16,18,21,23,25,,,,,12994,U26153,30/12/1899 11:00:00,Tue,COMP TUTORIAL LEVEL 7,30/12/1899 12:00:00,Pers Tut,"14,16,18,21,23,25"
15,17,19,22,24,26,,,,,12995,U26153,30/12/1899 11:00:00,Tue,COMP TUTORIAL LEVEL 7,30/12/1899 12:00:00,Pers Tut,"15,17,19,22,24,26"
14,15,16,17,18,19,21,22,23,24,12996,U23829,30/12/1899 10:00:00,Tue,COMPUTER ARCHITECTURE,30/12/1899 11:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,12997,P22434,30/12/1899 14:00:00,Thu,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 15:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
2,3,4,5,6,8,9,10,11,12,12998,P22434,30/12/1899 15:00:00,Thu,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 17:00:00,Pract,"2,3,4,5,6,8,9,10,11,12,13"
14,,,,,,,,,,12999,P22434,30/12/1899 09:00:00,Fri,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 12:55:00,Work,14
14,,,,,,,,,,13000,P22434,30/12/1899 13:00:00,Fri,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 17:00:00,Work,14
14,,,,,,,,,,13001,P22434,30/12/1899 14:00:00,Thu,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 15:00:00,Lect,14
14,,,,,,,,,,13002,P22434,30/12/1899 15:00:00,Thu,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 17:00:00,Pract,14
15,16,17,18,19,21,22,23,24,25,13003,P22434,30/12/1899 14:00:00,Thu,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 15:00:00,Lect,"15,16,17,18,19,21,22,23,24,25,26"
15,16,17,18,19,21,22,23,24,25,13004,P22434,30/12/1899 15:00:00,Thu,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 17:00:00,Pract,"15,16,17,18,19,21,22,23,24,25,27"
25,,,,,,,,,,13005,P22434,30/12/1899 09:00:00,Fri,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 12:55:00,Work,25
25,,,,,,,,,,13006,P22434,30/12/1899 13:00:00,Fri,COMPUTER FORENSIC INVESTIGATION AND CRYPTOGRAPHY,30/12/1899 17:00:00,Work,25
2,3,4,5,6,8,9,10,11,12,13007,U21268,30/12/1899 17:00:00,Thu,COMPUTER OPERATING SYSTEMS AND INTERMEDIATE NETWORKING,30/12/1899 18:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
14,15,16,17,18,19,21,22,23,24,13008,U21268,30/12/1899 17:00:00,Thu,COMPUTER OPERATING SYSTEMS AND INTERMEDIATE NETWORKING,30/12/1899 18:00:00,Lect,"14,15,16,17,18,19,21,22,23,24,25,26"
2,3,4,5,6,8,9,10,11,12,13009,P22240,30/12/1899 09:00:00,Wed,COMPUTER SECURITY,30/12/1899 10:00:00,Lect,"2,3,4,5,6,8,9,10,11,12,13"
